title,overview,rating,genre,Tokenized_Overview
father there is only one 2,the success of the conchy virtual assistant  which was developed by javier  has earned him a favorable spot in the parents chat room   until something unexpected ruins it all ,76.0,  comedy    family  ,"['success', 'conchi', 'virtual', 'assist', 'develop', 'javier', 'earn', 'favor', 'spot', 'parent', 'chat', 'room', 'someth', 'unexpect', 'ruin']"
dirty grandpa,jason kelly is one week away from marrying his boss s uber controlling daughter  putting him on the fast track for a partnership at the law firm  however  when the straight laced jason is tricked into driving his foul mouthed grandfather  dick  to daytona for spring break  his pending nuptials are suddenly in jeopardy  between riotous frat parties  bar fights  and an epic night of karaoke  dick is on a quest to live his life to the fullest and bring jason along for the ride ,59.0,  comedy  ,"['jason', 'kelli', 'one', 'week', 'away', 'marri', 'boss', 'uber', 'control', 'daughter', 'put', 'fast', 'track', 'partnership', 'law', 'firm', 'howev', 'straight', 'lace', 'jason', 'trick', 'drive', 'foul', 'mouth', 'grandfath', 'dick', 'daytona', 'spring', 'break', 'pend', 'nuptial', 'suddenli', 'jeopardi', 'riotou', 'frat', 'parti', 'bar', 'fight', 'epic', 'night', 'karaok', 'dick', 'quest', 'live', 'life', 'fullest', 'bring', 'jason', 'along', 'ride']"
silverton siege,after a failed sabotage mission  a trio of anti apartheid freedom fighters ends up in a tense bank hostage situation  based on a true story ,64.0,  action    crime    drama  ,"['fail', 'sabotag', 'mission', 'trio', 'anti', 'apartheid', 'freedom', 'fighter', 'end', 'tens', 'bank', 'hostag', 'situat', 'base', 'true', 'stori']"
studio 666,legendary rock band foo fighters move into an encino mansion steeped in grisly rock and roll history to record their much anticipated   th album  once in the house  dave grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band ,62.0,  horror    comedy    music  ,"['legendari', 'rock', 'band', 'foo', 'fighter', 'move', 'encino', 'mansion', 'steep', 'grisli', 'rock', 'roll', 'histori', 'record', 'much', 'anticip', 'th', 'album', 'hous', 'dave', 'grohl', 'find', 'grappl', 'supernatur', 'forc', 'threaten', 'complet', 'album', 'live', 'band']"
pokémon the movie: volcanion and the mechanical marvel,ash meets the mythical pok mon volcanion when it crashes down from the sky  creating a cloud of dust and a mysterious force binds the two of them together  volcanion despises humans and tries to get away  but it s forced to drag ash along as it continues its rescue mission  they arrive in a city of cogs and gears  where a corrupt official has stolen the ultimate invention  the artificial pok mon magearna  created     years ago  he plans to use its mysterious power to take control of this mechanical kingdom  can ash and volcanion work together to rescue magearna  one of the greatest battles in pok mon history is about to unfold ,67.0,  family    adventure    animation    fantasy    science fiction  ,"['ash', 'meet', 'mythic', 'pok', 'mon', 'volcanion', 'crash', 'sky', 'creat', 'cloud', 'dust', 'mysteri', 'forc', 'bind', 'two', 'togeth', 'volcanion', 'despis', 'human', 'tri', 'get', 'away', 'forc', 'drag', 'ash', 'along', 'continu', 'rescu', 'mission', 'arriv', 'citi', 'cog', 'gear', 'corrupt', 'offici', 'stolen', 'ultim', 'invent', 'artifici', 'pok', 'mon', 'magearna', 'creat', 'year', 'ago', 'plan', 'use', 'mysteri', 'power', 'take', 'control', 'mechan', 'kingdom', 'ash', 'volcanion', 'work', 'togeth', 'rescu', 'magearna', 'one', 'greatest', 'battl', 'pok', 'mon', 'histori', 'unfold']"
the rock,fbi chemical warfare expert stanley goodspeed is sent on an urgent mission with a former british spy  john patrick mason  to stop gen  francis x  hummel from launching chemical weapons on alcatraz island into san francisco  gen  hummel demands      million in war reparations to be paid to the families of slain servicemen who died on covert operations  after their seal team is wiped out  stanley and john deal with the soldiers on their own ,71.0,  action    adventure    thriller  ,"['fbi', 'chemic', 'warfar', 'expert', 'stanley', 'goodspe', 'sent', 'urgent', 'mission', 'former', 'british', 'spi', 'john', 'patrick', 'mason', 'stop', 'gen', 'franci', 'x', 'hummel', 'launch', 'chemic', 'weapon', 'alcatraz', 'island', 'san', 'francisco', 'gen', 'hummel', 'demand', 'million', 'war', 'repar', 'paid', 'famili', 'slain', 'servicemen', 'die', 'covert', 'oper', 'seal', 'team', 'wipe', 'stanley', 'john', 'deal', 'soldier']"
paul,for the past    years  a space traveling smart ass named paul has been locked up in a top secret military base  advising world leaders about his kind  but when he worries he s outlived his usefulness and the dissection table is drawing uncomfortably close  paul escapes on the first rv that passes by his compound in area     fortunately  it contains the two earthlings who are most likely to rescue and harbor an alien on the run ,67.0,  adventure    comedy    science fiction  ,"['past', 'year', 'space', 'travel', 'smart', 'ass', 'name', 'paul', 'lock', 'top', 'secret', 'militari', 'base', 'advis', 'world', 'leader', 'kind', 'worri', 'outliv', 'use', 'dissect', 'tabl', 'draw', 'uncomfort', 'close', 'paul', 'escap', 'first', 'rv', 'pass', 'compound', 'area', 'fortun', 'contain', 'two', 'earthl', 'like', 'rescu', 'harbor', 'alien', 'run']"
che dottoressa ragazzi!,a small italian village eagerly awaits the long overdue arrival of a doctor  everyone expects a male  so when the sexy female doctor sigrun s  steps out of the bus  it quickly leads to a series of slapstick events ,55.0,  comedy  ,"['small', 'italian', 'villag', 'eagerli', 'await', 'long', 'overdu', 'arriv', 'doctor', 'everyon', 'expect', 'male', 'sexi', 'femal', 'doctor', 'sigrun', 'step', 'bu', 'quickli', 'lead', 'seri', 'slapstick', 'event']"
ocean's eight,debbie ocean  a criminal mastermind  gathers a crew of female thieves to pull off the heist of the century at new york s annual met gala ,70.0,  crime    comedy    action  ,"['debbi', 'ocean', 'crimin', 'mastermind', 'gather', 'crew', 'femal', 'thiev', 'pull', 'heist', 'centuri', 'new', 'york', 'annual', 'met', 'gala']"
cell 211,the story of two men on different sides of a prison riot    the inmate leading the rebellion and the young guard trapped in the revolt  who poses as a prisoner in a desperate attempt to survive the ordeal ,74.0,  action    thriller    drama  ,"['stori', 'two', 'men', 'differ', 'side', 'prison', 'riot', 'inmat', 'lead', 'rebellion', 'young', 'guard', 'trap', 'revolt', 'pose', 'prison', 'desper', 'attempt', 'surviv', 'ordeal']"
underdogs,in the small village where amadeo lives there is no one good enough to challenge his skills at table football  but  while amadeo may be a genius as a table football player in real life he s a loser  he s in love with lara  his childhood friend  but he s so shy that he can t bring himself to confess his love for her  so he just hangs out in his quaint  timeless village  when amadeo beats the village bully flash at table football  the scene is set for an epic rivalry  consumed with anger flash vows to get even and    years later he returns as an international superstar  a football icon and galatico determined to wreak his revenge ,66.0,  animation    adventure    romance  ,"['small', 'villag', 'amadeo', 'live', 'one', 'good', 'enough', 'challeng', 'skill', 'tabl', 'footbal', 'amadeo', 'may', 'geniu', 'tabl', 'footbal', 'player', 'real', 'life', 'loser', 'love', 'lara', 'childhood', 'friend', 'shi', 'bring', 'confess', 'love', 'hang', 'quaint', 'timeless', 'villag', 'amadeo', 'beat', 'villag', 'bulli', 'flash', 'tabl', 'footbal', 'scene', 'set', 'epic', 'rivalri', 'consum', 'anger', 'flash', 'vow', 'get', 'even', 'year', 'later', 'return', 'intern', 'superstar', 'footbal', 'icon', 'galatico', 'determin', 'wreak', 'reveng']"
back to the future part ii,marty and doc are at it again in this wacky sequel to the      blockbuster as the time traveling duo head to      to nip some mcfly family woes in the bud  but things go awry thanks to bully biff tannen and a pesky sports almanac  in a last ditch attempt to set things straight  marty finds himself bound for      and face to face with his teenage parents    again ,77.0,  adventure    comedy    science fiction  ,"['marti', 'doc', 'wacki', 'sequel', 'blockbust', 'time', 'travel', 'duo', 'head', 'nip', 'mcfli', 'famili', 'woe', 'bud', 'thing', 'go', 'awri', 'thank', 'bulli', 'biff', 'tannen', 'peski', 'sport', 'almanac', 'last', 'ditch', 'attempt', 'set', 'thing', 'straight', 'marti', 'find', 'bound', 'face', 'face', 'teenag', 'parent']"
guardians of the galaxy,light years from earth     years after being abducted  peter quill finds himself the prime target of a manhunt after discovering an orb wanted by ronan the accuser ,79.0,  action    science fiction    adventure  ,"['light', 'year', 'earth', 'year', 'abduct', 'peter', 'quill', 'find', 'prime', 'target', 'manhunt', 'discov', 'orb', 'want', 'ronan', 'accus']"
mission: impossible iii,retired from active duty to train new imf agents  ethan hunt is called back into action to confront sadistic arms dealer  owen davian  hunt must try to protect his girlfriend while working with his new team to complete the mission ,67.0,  adventure    action    thriller  ,"['retir', 'activ', 'duti', 'train', 'new', 'imf', 'agent', 'ethan', 'hunt', 'call', 'back', 'action', 'confront', 'sadist', 'arm', 'dealer', 'owen', 'davian', 'hunt', 'must', 'tri', 'protect', 'girlfriend', 'work', 'new', 'team', 'complet', 'mission']"
blade ii,a rare mutation has occurred within the vampire community   the reaper  a vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans  transforming victims who are unlucky enough to survive into reapers themselves  blade is asked by the vampire nation for his help in preventing a nightmare plague that would wipe out both humans and vampires ,65.0,  fantasy    horror    action    thriller  ,"['rare', 'mutat', 'occur', 'within', 'vampir', 'commun', 'reaper', 'vampir', 'consum', 'insati', 'bloodlust', 'prey', 'vampir', 'well', 'human', 'transform', 'victim', 'unlucki', 'enough', 'surviv', 'reaper', 'blade', 'ask', 'vampir', 'nation', 'help', 'prevent', 'nightmar', 'plagu', 'would', 'wipe', 'human', 'vampir']"
evil dead ii,ash williams and his girlfriend linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from  the book of the dead   as they play the recording an evil power is unleashed taking over linda s body ,76.0,  horror    comedy    fantasy  ,"['ash', 'william', 'girlfriend', 'linda', 'find', 'log', 'cabin', 'wood', 'voic', 'record', 'archeologist', 'record', 'recit', 'ancient', 'chant', 'book', 'dead', 'play', 'record', 'evil', 'power', 'unleash', 'take', 'linda', 'bodi']"
mrs. harris goes to paris,a     s london cleaning lady falls in love with an haute couture dress by christian dior and decides to gamble everything for the sake of this folly ,75.0,  drama    comedy  ,"['london', 'clean', 'ladi', 'fall', 'love', 'haut', 'coutur', 'dress', 'christian', 'dior', 'decid', 'gambl', 'everyth', 'sake', 'folli']"
treasure planet,when space galleon cabin boy jim hawkins discovers a map to an intergalactic  loot of a thousand worlds   a cyborg cook named john silver teaches him to battle supernovas and space storms on their journey to find treasure ,75.0,  adventure    animation    family    fantasy    science fiction  ,"['space', 'galleon', 'cabin', 'boy', 'jim', 'hawkin', 'discov', 'map', 'intergalact', 'loot', 'thousand', 'world', 'cyborg', 'cook', 'name', 'john', 'silver', 'teach', 'battl', 'supernova', 'space', 'storm', 'journey', 'find', 'treasur']"
the misfits,after being recruited by a group of unconventional thieves  renowned criminal richard pace finds himself caught up in an elaborate gold heist that promises to have far reaching implications on his life and the lives of countless others ,55.0,  action    thriller  ,"['recruit', 'group', 'unconvent', 'thiev', 'renown', 'crimin', 'richard', 'pace', 'find', 'caught', 'elabor', 'gold', 'heist', 'promis', 'far', 'reach', 'implic', 'life', 'live', 'countless', 'other']"
